PLANT,COMPANY,CAPACITY,YEAR,FUEL_TYPE,CITY,STATE,LATITUDE,LONGITUDE,STATUS
BRUNSWICK MILL,GEORGIA-PACIFIC CORP,11.10,1996,LIQ,Brunswick,GA,31.15169,-81.46971,operational
CEDAR SPRINGS,GEORGIA-PACIFIC CORP,50,1953,LIQ,Cedar Springs,GA,31.18333,-85.03826,operational
CEDAR SPRINGS,GEORGIA-PACIFIC CORP,51.20,1965,LIQ,Cedar Springs,GA,31.18333,-85.03826,operational
CUTHBERT,DAY COMPANY,0.20,1980,WOOD,Cuthbert,GA,31.79484,-84.78953,operational
DAL-GE POULTRY FARM,DAL-GE POULTRY FARM,0.07,1984,DGAS,Calhoun,GA,34.50597,-84.95122,operational
FLINT RIVER MILL,WEYERHAEUSER CO,42.10,1980,LIQ,Oglethorpe,GA,32.28559,-84.13212,operational
GREENSBORO,GREENSBORO LUMBER CO,7.50,1978,WOOD,Greensboro,GA,33.54175,-83.17546,operational
JESUP MILL,RAYONIER INC,5,1954,LIQ,Jesup,GA,31.61923,-81.92317,operational
JESUP MILL,RAYONIER INC,5,1954,LIQ,Jesup,GA,31.61923,-81.92317,operational
JESUP MILL,RAYONIER INC,7.50,1957,LIQ,Jesup,GA,31.61923,-81.92317,operational
JESUP MILL,RAYONIER INC,7.50,1957,LIQ,Jesup,GA,31.61923,-81.92317,operational
JESUP MILL,RAYONIER INC,30,1971,LIQ,Jesup,GA,31.61923,-81.92317,operational
JESUP MILL,RAYONIER INC,27,1982,LIQ,Jesup,GA,31.61923,-81.92317,operational
MACON KRAFT MILL,GRAPHIC PACKAGING INTL INC,5,1948,LIQ,Macon,GA,32.83828,-83.63604,operational
MACON KRAFT MILL,GRAPHIC PACKAGING INTL INC,5,1948,LIQ,Macon,GA,32.83828,-83.63604,operational
MACON KRAFT MILL,GRAPHIC PACKAGING INTL INC,15.90,1981,LIQ,Macon,GA,32.83828,-83.63604,operational
P&M DAIRY FARM,MATHIS/P&M FARM,0.06,1985,DGAS,Social Circle,GA,33.67449,-83.68837,operational
PORT WENTWORTH MILL,SMURFIT-STONE CORP,19.50,0,WOOD,Port Wentworth,GA,0.00000,0.00000,operational
RABUN GAP,BURLINGTON INDUSTRIES,4.12,1987,WOOD,Rabun Gap,GA,34.94946,-83.41576,operational
RICEBORO MILL,INTERSTATE PAPER CO,12.50,1968,LIQ,Riceboro,GA,31.72336,-81.44952,operational
RL SUTTON WWTP,CITY OF SMYRNA,0.30,1986,DGAS,Smyrna,GA,33.87089,-84.50249,operational
RL SUTTON WWTP,CITY OF SMYRNA,0.30,1986,DGAS,Smyrna,GA,33.87089,-84.50249,operational
RL SUTTON WWTP,CITY OF SMYRNA,0.30,1986,DGAS,Smyrna,GA,33.87089,-84.50249,operational
RL SUTTON WWTP,CITY OF SMYRNA,0.30,1986,DGAS,Smyrna,GA,33.87089,-84.50249,operational
ROBERTS ROAD LANDFILL,ENERGY DEVELOPMENTS INC,1.10,2003,LGAS,Fayetteville,GA,33.48762,-84.48609,operational
ROME LINERBOARD MILL,INLAND PAPERBOARD & PACKAGING,5,1955,LIQ,Rome,GA,34.21660,-85.11730,operational
ROME LINERBOARD MILL,INLAND PAPERBOARD & PACKAGING,5,1955,LIQ,Rome,GA,34.21660,-85.11730,operational
ROME LINERBOARD MILL,INLAND PAPERBOARD & PACKAGING,18.75,1961,LIQ,Rome,GA,34.21660,-85.11730,operational
ROME LINERBOARD MILL,INLAND PAPERBOARD & PACKAGING,38.40,1989,LIQ,Rome,GA,34.21660,-85.11730,operational
SAVANNAH MILL,INTERNATIONAL PAPER CO,7.50,1949,LIQ,Savannah,GA,32.07922,-81.08438,operational
SAVANNAH MILL,INTERNATIONAL PAPER CO,10,1952,LIQ,Savannah,GA,32.07922,-81.08438,operational
SAVANNAH MILL,INTERNATIONAL PAPER CO,20,1957,LIQ,Savannah,GA,32.07922,-81.08438,operational
SAVANNAH MILL,INTERNATIONAL PAPER CO,71.30,1981,LIQ,Savannah,GA,32.07922,-81.08438,operational
SAVANNAH MILL,INTERNATIONAL PAPER CO,82.80,1998,LIQ,Savannah,GA,32.07922,-81.08438,operational
SAVANNAH WTE,SAVANNAH ENERGY SYSTEMS CO,5.50,1987,REF,Savannah,GA,32.07922,-81.08438,operational
ST MARYS MILL,DURANGO-GEORGIA PAPER CO,4,1941,LIQ,Saint Marys,GA,30.86259,-81.45562,operational
ST MARYS MILL,DURANGO-GEORGIA PAPER CO,6.80,1947,LIQ,Saint Marys,GA,30.86259,-81.45562,operational
ST MARYS MILL,DURANGO-GEORGIA PAPER CO,18.80,1955,LIQ,Saint Marys,GA,30.86259,-81.45562,operational
TAYLOR COUNTY LANDFILL,ENERGY DEVELOPMENTS INC,1,2003,LGAS,Mauk,GA,32.51189,-84.36881,operational
TAYLOR COUNTY LANDFILL,ENERGY DEVELOPMENTS INC,1,2003,LGAS,Mauk,GA,32.51189,-84.36881,operational
TAYLOR COUNTY LANDFILL,ENERGY DEVELOPMENTS INC,1,2003,LGAS,Mauk,GA,32.51189,-84.36881,operational
TAYLOR COUNTY LANDFILL,ENERGY DEVELOPMENTS INC,1,2003,LGAS,Mauk,GA,32.51189,-84.36881,operational
TENNGA SUTTON,SUTTON LUMBER CO,2,1994,WOOD,Tennga,GA,34.97781,-84.71393,operational
VALDOSTA ADM,ARCHER DANIELS MIDLAND CORP,2.50,1985,BIOMASS,Valdosta,GA,30.76851,-83.34118,operational
VALDOSTA GOLD,GOLD KIST INC,1.40,1981,WOOD,Valdosta,GA,30.76851,-83.34118,operational
VALDOSTA PCA,PACKAGING CORP OF AMERICA,15,1954,WOOD,Valdosta,GA,30.76851,-83.34118,operational
H-POWER PROJECT,COVANTA ENERGY CORP,63.80,1990,REF,Kapolei,HI,21.38414,-158.07047,operational
KAUMAKANI MILL,GAY & ROBINSON INC,4,1995,BAG,Kaumakani,HI,21.91630,-159.62028,operational
PUUENE FACTORY,HAWAIIAN COMMERCIAL & SUGAR,10,1954,BAG,Puuene,HI,0.00000,0.00000,operational
PUUENE FACTORY,HAWAIIAN COMMERCIAL & SUGAR,10,1972,BAG,Puuene,HI,0.00000,0.00000,operational
PUUENE FACTORY,HAWAIIAN COMMERCIAL & SUGAR,20,1982,BAG,Puuene,HI,0.00000,0.00000,operational
DES MOINES WWTP,CITY OF DES MOINES,0.60,1989,DGAS,Des Moines,IA,41.59788,-93.68169,operational
DES MOINES WWTP,CITY OF DES MOINES,0.60,1989,DGAS,Des Moines,IA,41.59788,-93.68169,operational
DES MOINES WWTP,CITY OF DES MOINES,0.60,1989,DGAS,Des Moines,IA,41.59788,-93.68169,operational
METRO PARK EAST LANDFILL,BIO-ENERGY PARTNERS,0.80,1993,LGAS,Mitchellville,IA,41.67090,-93.37756,operational
METRO PARK EAST LANDFILL,BIO-ENERGY PARTNERS,0.80,1993,LGAS,Mitchellville,IA,41.67090,-93.37756,operational
METRO PARK EAST LANDFILL,BIO-ENERGY PARTNERS,0.80,1993,LGAS,Mitchellville,IA,41.67090,-93.37756,operational
METRO PARK EAST LANDFILL,BIO-ENERGY PARTNERS,0.80,1993,LGAS,Mitchellville,IA,41.67090,-93.37756,operational
METRO PARK EAST LANDFILL,BIO-ENERGY PARTNERS,0.80,1993,LGAS,Mitchellville,IA,41.67090,-93.37756,operational
METRO PARK EAST LANDFILL,BIO-ENERGY PARTNERS,0.80,1993,LGAS,Mitchellville,IA,41.67090,-93.37756,operational
METRO PARK EAST LANDFILL,BIO-ENERGY PARTNERS,0.80,0,LGAS,Mitchellville,IA,41.67090,-93.37756,operational
METRO PARK EAST LANDFILL,BIO-ENERGY PARTNERS,0.80,0,LGAS,Mitchellville,IA,41.67090,-93.37756,operational
TOP DECK HOLSTEINS,ALLIANT ENERGY GENERATION INC,0.03,2002,BGAS,Westgate,IA,42.78762,-92.01229,operational
TOP DECK HOLSTEINS,ALLIANT ENERGY GENERATION INC,0.10,2002,BGAS,Westgate,IA,42.78762,-92.01229,operational
,Sixth Street Station / Alliant Energy,7.50,0,,Cedar Rapids,IA,42.00788,-91.64436,operational
,Ames Electric Services,10,0,,Ames,IA,42.03445,-93.61843,operational
,University of Iowa,10,0,,Iowa City,IA,41.66125,-91.53165,operational
LEWISTON MILL,POTLATCH CORP,10,1950,LIQ,Lewiston,ID,46.24138,-116.89719,operational
LEWISTON MILL,POTLATCH CORP,10,1977,LIQ,Lewiston,ID,46.24138,-116.89719,operational
LEWISTON MILL,POTLATCH CORP,28.80,1981,LIQ,Lewiston,ID,46.24138,-116.89719,operational
LEWISTON MILL,POTLATCH CORP,65,1991,LIQ,Lewiston,ID,46.24138,-116.89719,operational
POCATELLO CITY,CITY OF POCATELLO,0.19,1985,LGAS,Pocatello,ID,42.89089,-112.37654,operational
POCATELLO CITY,CITY OF POCATELLO,0.27,1992,LGAS,Pocatello,ID,42.89089,-112.37654,operational
REXBURG,NNG ENERGY SERVICES INC,0.45,0,BIOMASS,Rexburg,ID,43.79359,-111.67702,operational
SAMUELS FOREST,FOREST FUELS INC,0.31,1994,WOOD,Samuels,ID,0.00000,0.00000,operational
TAMARACK TET,TET ENERGY INC,6.25,1983,WOOD,New Meadows,ID,45.04511,-116.30997,operational
TAMARACK YANKE,YANKE ENERGY INC,5,1983,WOOD,Tamarack,ID,0.00000,0.00000,operational
WEST BOISE,CITY OF BOISE,0.09,1989,DGAS,Boise,ID,43.61704,-116.20189,operational
WEST BOISE,CITY OF BOISE,0.09,1989,DGAS,Boise,ID,43.61704,-116.20189,operational
SCHEIDAIRY FARMS,SCHEIDAIRY FARMS,0.20,0,BGAS,Freeport,IL,42.33871,-89.62291,operational
ANTIOCH COMMUNITY HS,ANTIOCH COMMUNITY HS,0.36,2003,LGAS,Antioch,IL,42.46088,-88.08917,operational
AURORA SEWAGE,AURORA SANITARY DISTRICT,1.05,1990,DGAS,Aurora,IL,41.78430,-88.25130,operational
AURORA SEWAGE,AURORA SANITARY DISTRICT,1.05,1990,DGAS,Aurora,IL,41.78430,-88.25130,operational
BRICKYARD LANDFILL,RESOURCE TECHNOLOGY CORP,1.50,1996,LGAS,Danville,IL,40.14480,-87.62566,operational
BRICKYARD LANDFILL,RESOURCE TECHNOLOGY CORP,1.50,1996,LGAS,Danville,IL,40.14480,-87.62566,operational
CDT LANDFILL,ALGONQUIN POWER,0.80,0,LGAS,Joliet,IL,41.50474,-88.20670,operational
CDT LANDFILL,ALGONQUIN POWER,0.80,0,LGAS,Joliet,IL,41.50474,-88.20670,operational
CDT LANDFILL,ALGONQUIN POWER,0.80,0,LGAS,Joliet,IL,41.50474,-88.20670,operational
CDT LANDFILL,ALGONQUIN POWER,0.80,0,LGAS,Joliet,IL,41.50474,-88.20670,operational
CID LANDFILL,BIO-ENERGY PARTNERS,3,1989,LGAS,Calumet City,IL,41.61703,-87.54928,operational
CID LANDFILL,BIO-ENERGY PARTNERS,3,1989,LGAS,Calumet City,IL,41.61703,-87.54928,operational
CID LANDFILL,BIO-ENERGY PARTNERS,3,1989,LGAS,Calumet City,IL,41.61703,-87.54928,operational
CONGRESS LANDFILL,RESOURCE TECHNOLOGY CORP,4.10,2000,LGAS,Hillside,IL,41.86747,-87.89999,operational
DAVIS LANDFILL (IL),GAS RECOVERY SYSTEMS LLC,1.80,1996,LGAS,Davis Junction,IL,42.10348,-89.09746,operational
EL DORADO GRAYSON,GRAYSON HILL FARMS INC,0.75,2000,DGAS,ElDorado,IL,37.83730,-88.43764,operational
EL DORADO GRAYSON,GRAYSON HILL FARMS INC,0.75,2000,DGAS,ElDorado,IL,37.83730,-88.43764,operational
FORD HEIGHTS CHEWTON,KTI INC,24,1996,TIRES,Ford Heights,IL,0.00000,0.00000,operational
GREENE VALLEY LANDFILL,BIO-ENERGY PARTNERS,3,1996,LGAS,Naperville,IL,41.75991,-88.15747,operational
GREENE VALLEY LANDFILL,BIO-ENERGY PARTNERS,3,1996,LGAS,Naperville,IL,41.75991,-88.15747,operational
GREENE VALLEY LANDFILL,BIO-ENERGY PARTNERS,3,1998,LGAS,Naperville,IL,41.75991,-88.15747,operational
KANKAKEE COUNTY LF,BIO-ENERGY PARTNERS,0.80,1992,LGAS,Chebanse,IL,40.98599,-87.91777,operational
KANKAKEE COUNTY LF,BIO-ENERGY PARTNERS,0.80,1992,LGAS,Chebanse,IL,40.98599,-87.91777,operational
LAKE LANDFILL,BIO-ENERGY PARTNERS,3,1988,LGAS,Northbrook,IL,42.12410,-87.83795,operational
LAKE LANDFILL,BIO-ENERGY PARTNERS,3,1993,LGAS,Northbrook,IL,42.12410,-87.83795,operational
LAKE LANDFILL,BIO-ENERGY PARTNERS,3,1993,LGAS,Northbrook,IL,42.12410,-87.83795,operational
LIVINGSTON LANDFILL,RESOURCE TECHNOLOGY CORP,5,2004,LGAS,Pontiac,IL,40.88719,-88.60466,operational
LIVINGSTON LANDFILL,RESOURCE TECHNOLOGY CORP,5,2004,LGAS,Pontiac,IL,40.88719,-88.60466,operational
LIVINGSTON LANDFILL,RESOURCE TECHNOLOGY CORP,5,2004,LGAS,Pontiac,IL,40.88719,-88.60466,operational
LIVINGSTON LANDFILL,RESOURCE TECHNOLOGY CORP,10,2004,LGAS,Pontiac,IL,40.88719,-88.60466,operational
LIVINGSTON LANDFILL,RESOURCE TECHNOLOGY CORP,1.80,1999,LGAS,Pontiac,IL,40.88719,-88.60466,operational
MACON LANDFILL,KMS POWER,0.80,0,LGAS,Macon,IL,39.72399,-88.97530,operational
MACON LANDFILL,KMS POWER,0.80,0,LGAS,Macon,IL,39.72399,-88.97530,operational
MALLARD LAKE LANDFILL,GAS RECOVERY SYSTEMS LLC,17.40,1997,LGAS,Hanover Park,IL,41.97976,-88.13436,operational
MILAM LANDFILL,BIO-ENERGY PARTNERS,0.80,1991,LGAS,East Saint Louis,IL,38.64619,-90.12183,operational
MILAM LANDFILL,BIO-ENERGY PARTNERS,0.80,1991,LGAS,East Saint Louis,IL,38.64619,-90.12183,operational
MILAM LANDFILL,BIO-ENERGY PARTNERS,0.80,1993,LGAS,East Saint Louis,IL,38.64619,-90.12183,operational
MOLINE JACOBS,JACOBS ENERGY CORP,0.66,1995,WOOD,Moline,IL,41.48524,-90.49589,operational
MOLINE JACOBS,JACOBS ENERGY CORP,4.70,2000,WOOD,Moline,IL,41.48524,-90.49589,operational
MORRIS LANDFILL,KMS POWER,0.80,0,LGAS,Morris,IL,41.36994,-88.41823,operational
MORRIS LANDFILL,KMS POWER,0.80,0,LGAS,Morris,IL,41.36994,-88.41823,operational
MUNDHANK ROAD LANDFILL,GAS RECOVERY SYSTEMS LLC,1.60,1997,LGAS,South Barrington,IL,0.00000,0.00000,operational
NEW HORIZONS DAIRY,NEW HORIZONS DAIRY LLC,0.08,2002,BGAS,Elmwood,IL,40.80007,-89.94192,operational
NEW HORIZONS DAIRY,NEW HORIZONS DAIRY LLC,0.08,2002,BGAS,Elmwood,IL,40.80007,-89.94192,operational
PEORIA CITY LANDFILL,RESOURCE TECHNOLOGY CORP,0.90,1997,LGAS,Peoria,IL,40.68568,-89.59542,operational
PEORIA CITY LANDFILL,RESOURCE TECHNOLOGY CORP,0.90,1997,LGAS,Peoria,IL,40.68568,-89.59542,operational
PEORIA CITY LANDFILL,RESOURCE TECHNOLOGY CORP,0.90,1997,LGAS,Peoria,IL,40.68568,-89.59542,operational
PEORIA CITY LANDFILL,RESOURCE TECHNOLOGY CORP,0.90,1997,LGAS,Peoria,IL,40.68568,-89.59542,operational
PEORIA CITY LANDFILL,RESOURCE TECHNOLOGY CORP,0.90,1997,LGAS,Peoria,IL,40.68568,-89.59542,operational
QUAD CITIES LANDFILL,GAS RECOVERY SYSTEMS LLC,1.80,1998,LGAS,Milan,IL,41.37544,-90.58782,operational
ROXANA LANDFILL,LAIDLAW WASTE SYSTEMS,1,1999,LGAS,Roxana,IL,38.84998,-90.07946,operational
ROXANA LANDFILL,LAIDLAW WASTE SYSTEMS,1,1999,LGAS,Roxana,IL,38.84998,-90.07946,operational
ROXANA LANDFILL,LAIDLAW WASTE SYSTEMS,1,1999,LGAS,Roxana,IL,38.84998,-90.07946,operational
SANGAMON VALLEY LANDFILL,RESOURCE TECHNOLOGY CORP,0.70,1997,LGAS,Springfield,IL,39.79985,-89.65032,operational
SANGAMON VALLEY LANDFILL,RESOURCE TECHNOLOGY CORP,0.70,1997,LGAS,Springfield,IL,39.79985,-89.65032,operational
SANGAMON VALLEY LANDFILL,RESOURCE TECHNOLOGY CORP,0.70,1997,LGAS,Springfield,IL,39.79985,-89.65032,operational
SANGAMON VALLEY LANDFILL,RESOURCE TECHNOLOGY CORP,0.70,1997,LGAS,Springfield,IL,39.79985,-89.65032,operational
SANGAMON VALLEY LANDFILL,RESOURCE TECHNOLOGY CORP,0.70,1997,LGAS,Springfield,IL,39.79985,-89.65032,operational
SETTLERS HILL LANDFILL,BIO-ENERGY PARTNERS,3,1988,LGAS,Batavia,IL,41.84487,-88.33488,operational
SETTLERS HILL LANDFILL,BIO-ENERGY PARTNERS,3,1998,LGAS,Batavia,IL,41.84487,-88.33488,operational
TAZEWELL COUNTY LANDFILL,BIO-ENERGY PARTNERS,0.80,1989,LGAS,East Peoria,IL,40.68486,-89.54748,operational
TAZEWELL COUNTY LANDFILL,BIO-ENERGY PARTNERS,0.80,1989,LGAS,East Peoria,IL,40.68486,-89.54748,operational
TAZEWELL COUNTY LANDFILL,BIO-ENERGY PARTNERS,0.60,1999,LGAS,East Peoria,IL,40.68486,-89.54748,operational
WOODLAND LANDFILL,BIO-ENERGY PARTNERS,0.80,1992,LGAS,South Elgin,IL,41.98397,-88.31246,operational
WOODLAND LANDFILL,BIO-ENERGY PARTNERS,0.80,1992,LGAS,South Elgin,IL,41.98397,-88.31246,operational
WOODRIDGE WWTP,DUPAGE COUNTY  PUBLIC WORKS,1.50,1996,DGAS,Woodridge,IL,41.75707,-88.04767,operational
ZION LANDFILL,ENERGY DEVELOPMENTS INC,5.60,2002,LGAS,Zion,IL,42.45925,-87.84878,operational
JAY COUNTY LANDFILL,WABASH VALLEY POWER ASSN,0.80,2005,LGAS,Portland,IN,40.43407,-84.97709,operational
JAY COUNTY LANDFILL,WABASH VALLEY POWER ASSN,0.80,2005,LGAS,Portland,IN,40.43407,-84.97709,operational
JAY COUNTY LANDFILL,WABASH VALLEY POWER ASSN,0.80,2005,LGAS,Portland,IN,40.43407,-84.97709,operational
JAY COUNTY LANDFILL,WABASH VALLEY POWER ASSN,0.80,2005,LGAS,Portland,IN,40.43407,-84.97709,operational
LIBERTY LANDFILL,WABASH VALLEY POWER ASSN,0.80,2005,LGAS,Buffalo,IN,40.88306,-86.74590,operational
LIBERTY LANDFILL,WABASH VALLEY POWER ASSN,0.80,2005,LGAS,Buffalo,IN,40.88306,-86.74590,operational
LIBERTY LANDFILL,WABASH VALLEY POWER ASSN,0.80,2005,LGAS,Buffalo,IN,40.88306,-86.74590,operational
LIBERTY LANDFILL,WABASH VALLEY POWER ASSN,0.80,2005,LGAS,Buffalo,IN,40.88306,-86.74590,operational
BOSS DAIRY NO 4,BOSS DAIRY NUMBER 4,0.35,2005,BGAS,Fair Oaks,IN,41.07233,-87.22805,operational
BOSS DAIRY NO 4,BOSS DAIRY NUMBER 4,0.35,2005,BGAS,Fair Oaks,IN,41.07233,-87.22805,operational
DEERCROFT LANDFILL,WABASH VALLEY POWER ASSN,0.80,1995,LGAS,Michigan City,IN,41.68971,-86.87426,operational
DEERCROFT LANDFILL,WABASH VALLEY POWER ASSN,0.80,1995,LGAS,Michigan City,IN,41.68971,-86.87426,operational
DEERCROFT LANDFILL,WABASH VALLEY POWER ASSN,0.80,1995,LGAS,Michigan City,IN,41.68971,-86.87426,operational
HERREMA DAIRY,HERREMA DAIRY,0.35,2002,BGAS,Fair Oaks,IN,41.07233,-87.22805,operational
HERREMA DAIRY,HERREMA DAIRY,0.35,2002,BGAS,Fair Oaks,IN,41.07233,-87.22805,operational
OAK RIDGE LANDFILL,WABASH VALLEY POWER ASSN,0.80,2003,LGAS,Logansport,IN,40.76708,-86.37491,operational
OAK RIDGE LANDFILL,WABASH VALLEY POWER ASSN,0.80,2003,LGAS,Logansport,IN,40.76708,-86.37491,operational
OAK RIDGE LANDFILL,WABASH VALLEY POWER ASSN,0.80,2003,LGAS,Logansport,IN,40.76708,-86.37491,operational
OAK RIDGE LANDFILL,WABASH VALLEY POWER ASSN,0.80,2003,LGAS,Logansport,IN,40.76708,-86.37491,operational
PRAIRIE VIEW,WABASH VALLEY POWER ASSN,0.80,1994,LGAS,Wyatt,IN,41.52546,-86.16786,operational
PRAIRIE VIEW,WABASH VALLEY POWER ASSN,0.80,1994,LGAS,Wyatt,IN,41.52546,-86.16786,operational
PRAIRIE VIEW,WABASH VALLEY POWER ASSN,0.80,1994,LGAS,Wyatt,IN,41.52546,-86.16786,operational
PRAIRIE VIEW,WABASH VALLEY POWER ASSN,0.80,1994,LGAS,Wyatt,IN,41.52546,-86.16786,operational
SOUTH SIDE LANDFILL,SOUTH SIDE LANDFILL INC,0.02,2001,LGAS,Indianapolis,IN,39.77098,-86.10919,operational
SOUTH SIDE LANDFILL,SOUTH SIDE LANDFILL INC,1,1985,LGAS,Indianapolis,IN,39.77098,-86.10919,operational
TWIN BRIDGES LANDFILL,WABASH VALLEY POWER ASSN,0.80,1994,LGAS,Danville,IN,39.78104,-86.55216,operational
TWIN BRIDGES LANDFILL,WABASH VALLEY POWER ASSN,0.80,1994,LGAS,Danville,IN,39.78104,-86.55216,operational
TWIN BRIDGES LANDFILL,WABASH VALLEY POWER ASSN,0.80,1994,LGAS,Danville,IN,39.78104,-86.55216,operational
TWIN BRIDGES LANDFILL,WABASH VALLEY POWER ASSN,0.80,2002,LGAS,Danville,IN,39.78104,-86.55216,operational
TWIN BRIDGES LANDFILL,WABASH VALLEY POWER ASSN,0.80,2002,LGAS,Danville,IN,39.78104,-86.55216,operational
TWIN BRIDGES LANDFILL,WABASH VALLEY POWER ASSN,0.80,2002,LGAS,Danville,IN,39.78104,-86.55216,operational
TWIN BRIDGES LANDFILL,WABASH VALLEY POWER ASSN,0.80,2002,LGAS,Danville,IN,39.78104,-86.55216,operational
WHEELER LANDFILL,BIO-ENERGY PARTNERS,0.80,1997,LGAS,Wheeler,IN,41.51205,-87.17950,operational
WHEELER LANDFILL,BIO-ENERGY PARTNERS,0.80,1997,LGAS,Wheeler,IN,41.51205,-87.17950,operational
WHEELER LANDFILL,BIO-ENERGY PARTNERS,0.80,1997,LGAS,Wheeler,IN,41.51205,-87.17950,operational
KAW POINT (KS),CITY OF KANSAS CITY,0.95,1985,WSTWSL,Kansas City,KS,39.12095,-94.62478,operational
BAVARIAN LANDFILL,EAST KENTUCKY POWER COOP INC,0.80,2003,LGAS,Walton,KY,38.89680,-84.64623,operational
BAVARIAN LANDFILL,EAST KENTUCKY POWER COOP INC,0.80,2003,LGAS,Walton,KY,38.89680,-84.64623,operational
BAVARIAN LANDFILL,EAST KENTUCKY POWER COOP INC,0.80,2003,LGAS,Walton,KY,38.89680,-84.64623,operational
BAVARIAN LANDFILL,EAST KENTUCKY POWER COOP INC,0.80,2003,LGAS,Walton,KY,38.89680,-84.64623,operational
BEAVER DAM,YOUNG MANUFACTURING CO,0.35,1976,WOOD,Beaver Dam,KY,37.37079,-86.88293,operational
BEAVER DAM,YOUNG MANUFACTURING CO,0.35,1978,WOOD,Beaver Dam,KY,37.37079,-86.88293,operational
BEAVER DAM,YOUNG MANUFACTURING CO,0.30,1988,WOOD,Beaver Dam,KY,37.37079,-86.88293,operational
COX CAMPBELLSVILLE,COX INTERIOR SUPPLY INC,4,1995,WOOD,Campbellsville,KY,37.35550,-85.33802,operational
GREEN VALLEY LANDFILL,EAST KENTUCKY POWER COOP INC,0.80,2003,LGAS,Rush,KY,38.31473,-82.73729,operational
GREEN VALLEY LANDFILL,EAST KENTUCKY POWER COOP INC,0.80,2003,LGAS,Rush,KY,38.31473,-82.73729,operational
GREEN VALLEY LANDFILL,EAST KENTUCKY POWER COOP INC,0.80,2003,LGAS,Rush,KY,38.31473,-82.73729,operational
HAWESVILLE MILL,WILLAMETTE INDUSTRIES INC,88.40,2001,WOOD,Hawesville,KY,37.82141,-86.75535,operational
LAUREL RIDGE LANDFILL,EAST KENTUCKY POWER COOP INC,0.80,2003,LGAS,Lily,KY,37.02781,-84.03787,operational
LAUREL RIDGE LANDFILL,EAST KENTUCKY POWER COOP INC,0.80,2003,LGAS,Lily,KY,37.02781,-84.03787,operational
LAUREL RIDGE LANDFILL,EAST KENTUCKY POWER COOP INC,0.80,2003,LGAS,Lily,KY,37.02781,-84.03787,operational
LAUREL RIDGE LANDFILL,EAST KENTUCKY POWER COOP INC,0.80,2003,LGAS,Lily,KY,37.02781,-84.03787,operational
LOUISVILLE AMER SYN,AMER SYNTHETIC RUBBER CO,5.97,1992,LGAS,Louisville,KY,38.24420,-85.76398,operational
BOGALUSA MILL,GAYLORD CONTAINER CORP,25,1981,LIQ,Bogalusa,LA,30.73363,-89.92147,operational
BOGALUSA MILL,GAYLORD CONTAINER CORP,37.90,1979,LIQ,Bogalusa,LA,30.73363,-89.92147,operational
BOGALUSA MILL,GAYLORD CONTAINER CORP,37,1999,LIQ,Bogalusa,LA,30.73363,-89.92147,operational
DERIDDER MILL,BOISE CASCADE CORP,61.50,1969,LIQ,DeRidder,LA,30.78320,-93.23210,operational
HODGE MILL,SMURFIT-STONE CORP,23.30,1972,WOOD,Hodge,LA,32.26901,-92.72426,operational
LAKE CHARLES AGRI,AGRILECTRIC POWER INC,12.10,1984,BIOMASS,Lake Charles,LA,30.22287,-93.21071,operational
LOUISIANA MILL,INTERNATIONAL PAPER CO,21.80,1960,LIQ,Bastrop,LA,32.85512,-91.91366,operational
LOUISIANA MILL,INTERNATIONAL PAPER CO,37.50,1967,LIQ,Bastrop,LA,32.85512,-91.91366,operational
PINEVILLE MILL,INTERNATIONAL PAPER CO,25,1960,LIQ,Pineville,LA,31.32791,-92.42872,operational
PORT HUDSON MILL,GEORGIA-PACIFIC CORP,60,1986,LIQ,Zachary,LA,30.65115,-91.14051,operational
ST FRANCISVILLE,GEORGIA-PACIFIC CORP,12.50,1966,LIQ,Saint Francisville,LA,30.88312,-91.41398,operational
WEST MONROE MILL,GRAPHIC PACKAGING INTL INC,6,1928,LIQ,West Monroe,LA,32.58019,-92.19159,operational
WEST MONROE MILL,GRAPHIC PACKAGING INTL INC,6,1930,LIQ,West Monroe,LA,32.58019,-92.19159,operational
WEST MONROE MILL,GRAPHIC PACKAGING INTL INC,6,1948,LIQ,West Monroe,LA,32.58019,-92.19159,operational
WEST MONROE MILL,GRAPHIC PACKAGING INTL INC,25,1964,LIQ,West Monroe,LA,32.58019,-92.19159,operational
WEST MONROE MILL,GRAPHIC PACKAGING INTL INC,20,1977,LIQ,West Monroe,LA,32.58019,-92.19159,operational
AGAWAM WTE,ECO/SPRINGFIELD,7.90,1988,REF,Agawam,MA,42.07023,-72.61990,operational
AHEARN LANDFILL,GAS RECOVERY SYSTEMS LLC,0.80,1993,LGAS,Chicopee,MA,42.14678,-72.60770,operational
AHEARN LANDFILL,GAS RECOVERY SYSTEMS LLC,0.80,1993,LGAS,Chicopee,MA,42.14678,-72.60770,operational
AHEARN LANDFILL,GAS RECOVERY SYSTEMS LLC,0.80,1993,LGAS,Chicopee,MA,42.14678,-72.60770,operational
AHEARN LANDFILL,GAS RECOVERY SYSTEMS LLC,0.80,1993,LGAS,Chicopee,MA,42.14678,-72.60770,operational
BRAINTREE LANDFILL,BRAINTREE ELEC LIGHT DEPT,0.20,1999,LGAS,Braintree,MA,42.20778,-71.00763,operational
DEER ISLAND,MASS WATER RESOURCES AUTH,18,1998,DGAS,Boston,MA,42.35776,-71.05763,operational
