chem_code,chemalpha_cd,chemname
3115,43195,"CRYOFLUORANE"
173,43200,"CRYOLITE"
756,43300,"CUBE EXTRACTS"
3116,43325,"CUMENE"
5986,43330,"CUMYLURON"
1831,43350,"CUNIMENE"
3117,43380,"CUPRIC GLUCONATE"
3118,43390,"CUPRIC NITRATE"
5597,43450,"CUPROUS CHLORIDE"
2108,43525,"CUPROUS THIOCYANATE"
1640,43530,"CYANAZINE"
91640,43535,"CYANAZINE, OTHER RELATED"
1957,43550,"N-(2-CYANOETHYL)-N-ALKYL (C6-C18)-1,3-DIAMINO PROPANE"
5921,43555,"S-CYANO (3-PHENOXYPHENYL)METHYL (+) CIS/TRANS 3-(2,2-DICHLOROETHENYL)-2,2-DIMETHYLCYCLOPROPANE CARBOXYLATE (CIS/TRANS RATIO: MAX 55% CIS AND MIN 45% TRANS)"
2138,43690,"CYANURIC ACID"
3529,43695,"CYANURIC ACID CHLORIDE"
1031,43700,"CYANURIC ACID, MONOSODIUM SALT"
5930,43710,"CYAZOFAMID"
3120,43725,"CYCLAMIC ACID, SODIUM SALT"
4030,43740,"CYCLANILIDE"
516,43750,"CYCLOATE"
2087,43775,"CYCLOHEXANE"
3121,43785,"CYCLOHEXANOL"
177,43800,"CYCLOHEXANONE"
3122,43850,"4-CYCLOHEXENE-1,2-DICARBOXIMIDE"
5,43900,"CYCLOHEXIMIDE"
2486,44000,"N-CYCLOHEXYL PYRROLIDONE"
5402,44025,"CYCLOPINOLEIC ACID"
4033,44050,"N-CYCLOPROPYL-N'-(1,1-DIMETHYLETHYL)-6-(METHYLTHIO)-1,3,5-TRIAZINE-2,4-DIAMINE"
6003,44100,"CYFLUFENAMID"
2223,44125,"CYFLUTHRIN"
3956,44135,"BETA-CYFLUTHRIN"
1638,44150,"CYHEXATIN"
5748,44160,"CYHALOFOP BUTYL"
1162,44200,"2-PARA-CYMENOL, CHLOROETHYL ESTER"
4002,44230,"CYMOXANIL"
2171,44270,"CYPERMETHRIN"
3866,44285,"(S)-CYPERMETHRIN"
3885,44290,"CYPHENOTHRIN"
1701,44300,"CYPRAZINE"
5105,44325,"CYPROCONAZOLE"
4000,44350,"CYPRODINIL"
178,44400,"CYPROMID"
2286,44425,"CYROMAZINE"
2082,44450,"CYTOKININ"
636,44500,"2,4-D"
801,44550,"2,4-D, ALKANOLAMINE SALTS (ETHANOL AND ISOPROPANOL AMINES)"
802,44900,"2,4-D, BUTOXYETHANOL ESTER"
1255,45000,"2,4-D, BUTOXY ETHOXY PROPANOL ESTER"
803,45100,"2,4-D, BUTOXYPROPYL ESTER"
804,45200,"2,4-D, BUTYL ESTER"
805,45300,"2,4-D, DIETHANOLAMINE SALT"
875,45400,"2,4-D, DIETHYLAMINE SALT"
806,45500,"2,4-D, DIMETHYLAMINE SALT"
1259,45600,"2,4-D, N,N-DIMETHYL OLEYL-LINOLEYLAMINE SALT"
807,45700,"2,4-D, DODECYLAMINE SALT"
1622,45725,"2,4-D, 2-ETHYLHEXYL ESTER"
1962,45750,"2,4-D, HEPTYLAMINE SALT"
809,45800,"2,4-D, ISOOCTYL ESTER"
810,45900,"2,4-D, ISOPROPYL ESTER"
3953,45950,"2,4-D, ISOPROPYLAMINE SALT"
811,46000,"2,4-D, LITHIUM SALT"
1032,46200,"2,4-D, MORPHOLINE SALT"
1999,46300,"2,4-D, OCTYL ESTER"
1096,46400,"2,4-D, N-OLEYL-1,3-PROPYLENEDIAMINE SALT"
1275,46500,"2,4-D, PROPYL ESTER"
812,46520,"2,4-D, PROPYLENE GLYCOL BUTYL ETHER ESTER"
813,46700,"2,4-D, SODIUM SALT"
814,46800,"2,4-D, TETRADECYLAMINE SALT"
815,46900,"2,4-D, TRIETHANOLAMINE SALT"
1138,47000,"2,4-D, TRIETHYLAMINE SALT"
5538,47050,"2,4-D, TRIISOPROPANOLAMINE SALT"
816,47100,"2,4-D, TRIISOPROPYLAMINE SALT"
2488,47200,"D-79 SOLVENT"
2489,47250,"D-425"
180,47300,"DALAPON"
1731,47350,"DALAPON, MAGNESIUM SALT"
1081,47400,"DALAPON, SODIUM SALT"
7,47500,"DAMINOZIDE"
2491,47550,"DAXAD 23"
2492,47575,"DAY-GLO SATURN YELLOW AX-17-N"
233,47600,"DAZOMET"
2029,47625,"DAZOMET, SODIUM SALT"
5020,47695,"2,4-DB ACID"
837,47700,"4-(2,4-DB), BUTOXYETHANOL ESTER"
838,47800,"4-(2,4-DB), DIMETHYLAMINE SALT"
1385,47900,"4-(2,4-DB), ISOOCTYL ESTER"
183,48100,"DBCP"
90183,48200,"DBCP, OTHER RELATED"
3515,48250,"D & C RED NO. 28"
3991,48260,"D & C YELLOW NO. 8"
2487,48275,"D & C YELLOW 10 LAKE"
3634,48300,"D & C RED NO. 37"
4062,48350,"DCPA ACID METABOLITES"
184,48400,"DDD"
90184,48500,"DDD, OTHER RELATED"
2092,48550,"DDE"
186,48600,"DDT"
187,48800,"DDVP"
90187,48900,"DDVP, OTHER RELATED"
3123,48925,"DEA-DODECYL BENZNE SULFONATE"
1791,48950,"1-DECANOL"
5071,48953,"(E)-9-DECEN-1-OL"
3974,48960,"(E)-5-DECENOL"
5315,48961,"(E)-5-DECEN-1-OL"
3975,48970,"(E)-5-DECENYL ACETATE"
2096,49000,"(R,Z)-5-(1-DECENYL) DIHYDRO-2-(3H)-FURANONE"
5836,49010,"DECYCLOHEXYL-4-HYDROXY HEXAZINONE"
2493,49050,"DECYL BETAINE"
3635,49053,"N-DECYL GLUCOSIDE"
5872,49055,"ALPHA-DECYL-OMEGA-HYDROXYPOLY(OXYETHYLENE) PHOSPHATE"
4004,49055,"ALPHA-DECYL-OMEGA-HYDROXYPOLY(OXYETHYLENE)"
3636,49057,"ALPHA-DECYL-OMEGA-HYDROXYPOLY(OXYETHYLENE) POLY(OXYPROPYLENE)"
5127,49060,"DECYL-N-METHYL-N-(3-TRIMETHOXYSILYL)PROPYL)-1-DECANAMINIUM CHLORIDE"
3125,49062,"DECYL PHENOXY BENZENE DISULFONIC ACID"
3126,49070,"DECYL PHENOXY BENZENE DISULFONIC ACID, DISODIUM SALT"
3987,49075,"2-(DECYLTHIO)ETHANAMINE, HYDROCHLORIDE SALT"
189,49100,"DEET"
90189,49200,"DEET, OTHER RELATED"
4051,49210,"DEETHYL-ATRAZINE"
5031,49300,"DEETHYLHYDROXYSIMAZINE"
4096,49310,"DEETHYL-SIMAZINE "
1686,49400,"DEHYDROABIETYLAMINE"
932,49500,"DEHYDROABIETYLAMINE ACETATE"
1863,49550,"DEHYDROABIETYLAMINE-ETHYLENE OXIDE CONDENSATE"
1939,49575,"DEHYDROABIETYL AMMONIUM PHENOXIDE"
1501,49700,"DEHYDROACETIC ACID, SODIUM SALT"
3010,49750,"DELTAMETHRIN"
93010,49755,"DELTAMETHRIN, OTHER RELATED"
2494,49800,"DELVET 65"
5890,49850,"DEMETHYLNORFLURAZON"
566,49900,"DEMETON"
4063,49905,"DEMETON-S-METHYL"
2229,49910,"DENATONIUM BENZOATE"
2102,49925,"DENATURED ETHANOL"
2496,49935,"DEQUEST 2010 PHOSPHONATE"
5719,49940,"DERIVATED NATURAL POLYMERS"
1748,49950,"DESMEDIPHAM"
2497,50000,"DESOTO URETHANE RESIN"
5745,50100,"DEVICE ELECTRICAL"
5747,50150,"DEVICE HEAT"
5746,50175,"DEVICE MICROWAVE"
1108,50200,"DEXTRIN"
3129,50250,"DEXTROSE"
3130,50275,"DIACETONE ALCOHOL"
196,50300,"DIACETOXY PROPENE"
3637,50325,"DIACETYL TARTARIC ACID ESTERS OF MONO AND DIGLYCERIDES OF EDIBLE"
1799,50350,"DIALIFOR"
91799,50360,"DIALIFOR, OTHER RELATED"
197,50600,"DIALKYL (85%C18, 15%C16) DIMETHYL AMMONIUM CHLORIDE"
2230,50650,"N-DIALKYL (47%C12, 18%C14, 10%C18, 9%C10, 8%C16, 8%C8) DIMETHYL AMMONIUM CHLORIDE"
2070,50750,"N-DIALKYL (60%C14, 30%C16, 5%C12, 5%C18) METHYL BENZYL AMMONIUM CHLORIDE"
1209,50755,"DIALKYL PHTHALATE"
2498,50760,"DIALKYL SULFOSUCCINATE"
48,50775,"DIALLATE"
5092,50776,"DIALLYL DIMETHYL AMMONIUM CHLORIDE POLYMERS"
5795,50777,"DIALLYL DISULFIDE"
5794,50778,"DIALLYL MONOSULFIDE"
5793,50779,"DIALLYL SULFIDES"
5796,50781,"DIALLYL TRISULFIDE"
5797,50781,"DIALLYL TETRASULFIDE"
5028,50795,"DIAMINOCHLOROTRIAZINE"
5032,50799,"DIAMINOHYDROXYTRIAZINE"
654,50800,"DIAMMONIUM PHOSPHATE"
5780,50850,"DIAMMONIUM SALT OF PHOSPHOROUS ACID"
195,50900,"DIATOMACEOUS EARTH"
90195,50925,"DIATOMACEOUS EARTH, OTHER RELATED"
198,51000,"DIAZINON"
4064,51050,"DIAZOXON"
2313,51075,"1,2-DIBROMO-2,4-DICYANOBUTANE"
4036,51085,"1,3-DIBROMO-5,5-DIMETHYLHYDANTOIN"
1749,51100,"2,2-DIBROMO-3-NITRILOPROPIONAMIDE"
1256,51200,"3,5-DIBROMOSALICYLANILIDE"
839,51300,"4',5-DIBROMOSALICYLANILIDE"
199,51500,"DIBUTYLPHTHALATE"
567,51550,"DIBUTYL SUCCINATE"
3132,51575,"1,3-DI-N-BUTYL-2-THIOUREA"
200,51600,"DICAMBA"
4065,51650,"5-HYDROXY-DICAMBA"
90200,51700,"DICAMBA, OTHER RELATED"
780,51800,"DICAMBA, DIETHANOLAMINE SALT"
849,52000,"DICAMBA, DIMETHYLAMINE SALT"
90849,52100,"DICAMBA, DIMETHYLAMINE SALT, OTHER RELATED"
5098,52125,"DICAMBA, ISOPROPYLAMINE SALT"
1829,52150,"DICAMBA, MONOETHANOLAMINE SALT"
91829,52160,"DICAMBA, MONOETHANOLAMINE SALT, OTHER RELATED"
5110,52165,"DICAMBA, POTASSIUM SALT"
5057,52170,"DICAMBA, SODIUM SALT"
1113,52200,"DICAMBA, TRIETHANOLAMINE SALT"
3934,52250,"DI-CAPRYL ADIPATE"
112,52500,"DICHLOBENIL"
614,52520,"DICHLOFENTHION"
202,52550,"DICHLONE"
3133,52562,"DICHLORO ACETIC ACID"
3135,52564,"2,4-DICHLORO ANILINE"
3136,52565,"2,5-DICHLORO ANILINE"
3137,52566,"2,6-DICHLORO ANILINE"
3138,52567,"3,4-DICHLORO ANILINE"
3139,52568,"3,5-DICHLORO ANILINE"
3902,52573,"1,1-DICHLORO-1-NITROPROPANE"
3982,52575,"4,5-DICHLORO-2-N-OCTYL-3(2H)-ISOTHIAZOLONE"
690,52585,"DICHLORMATE"
5831,52588,"DICHLORMID"
578,52600,"ORTHO-DICHLOROBENZENE"
90683,52700,"ORTHO-DICHLOROBENZENE, OTHER RELATED"
455,52800,"PARA-DICHLOROBENZENE"
4066,52850,"3,5-DICHLOROBENZOIC ACID"
1129,52900,"N-(3,4-DICHLOROBENZYL)-N-DODECYL-N,N-DIMETHYL AMMONIUM CHLORIDE"
6002,53085,"METARHIZIUM ANISOPLIAE STRAIN F52"
37,53100,"1,3-DICHLORO-5,5-DIMETHYLHYDANTOIN"
5116,53150,"DICHLORO-1,2-DITHIOL-3-ONE"
2264,53225,"1,3-DICHLORO-5-ETHYL-5-METHYLHYDANTOIN"
1815,53250,"DICHLOROFLUOROMETHANE"
2,53275,"DICHLOROISOCYANURIC ACID, POTASSIUM SALT"
206,53300,"DICHLOROPHEN"
2499,53350,"2,4-DICHLOROPHENOL"
1062,53400,"4,6-DICHLORO-2-PHENYLPHENOL"
1059,53500,"4,6-DICHLORO-2-PHENYLPHENOL, POTASSIUM SALT"
2501,53600,"1,2-DICHLOROPROPANE"
185,53750,"1,2-DICHLOROPROPANE, 1,3-DICHLOROPROPENE AND RELATED C3 COMPOUNDS"
573,53765,"1,3-DICHLOROPROPENE"
506,53770,"2,3-DICHLOROPROPENE"
204,53800,"DICHLORO-S-TRIAZINETRIONE"
2502,53810,"DICHLOROVINYL ACID"
5060,53820,"DICHLORPROP-P"
2034,53850,"DICLOFOP-METHYL"
81,53875,"DICLORAN"
346,53900,"DICOFOL"
72,54000,"DICROTOPHOS"
2504,54050,"DICYANDIAMIDE"
3141,54075,"DICYANO ETHYL DIETHYLENE TRIAMINE"
5840,54090,"DIDECYL DIMETHYL AMMONIUM BICARBONATE"
5839,54095,"DIDECYL DIMETHYL AMMONIUM CARBONATE"
1682,54100,"DIDECYL DIMETHYL AMMONIUM CHLORIDE"
210,54200,"DIELDRIN"
90210,54300,"DIELDRIN, OTHER RELATED"
468,54400,"DIENOCHLOR"
3923,54450,"DIESEL FUEL NO. 2"
4049,54450,"TOTAL ALDICARB PARENT AND BREAKDOWN PRODUCTS"
1660,54500,"DIETHANOLAMIDE OF LAURIC AND MYRISTIC ACID"
3142,54550,"DIETHANOLAMINE"
3144,54600,"DIETHANOLAMINE LAURYL SULFATE"
3134,54610,"DIETHANOLAMINE OLEATE"
1995,54700,"DIETHATYL-ETHYL"
1066,54800,"DIETHYLAMINE SALT OF COCONUT FATTY ACID"
3145,54900,"2-DIETHYL AMINO ETHANOL"
3146,54925,"7-(DIETHYL AMINO)-4-METHYL COUMARIN"
5743,54930,"2,6-DIETHYLANILINE"
3147,54950,"N,N-DIETHYL CYCLOHEXYL AMINE DODECYL SULFATE"
2334,55000,"DIETHYLENE GLYCOL"
1213,55100,"DIETHYLENE GLYCOL ABIETATE"
2505,55125,"DIETHYLENE GLYCOL MONOETHYL ETHER"
2506,55150,"DIETHYLENE GLYCOL MONOMETHYL ETHER"
3151,55160,"DIETHYLENE TRIAMINE"
5637,55165,"N,N-DIETHYL-2-(4-METHYL BENZYL OXY) ETHYLAMINE HYDROCHLORIDE"
2507,55175,"O,O-DIETHYL-O-PHENYL PHOSPHOROTHIOATE"
2508,55200,"O,O-DIETHYL PHOSPHORO CHLORIDOTHIONATE"
5088,55215,"DIETHYL SULFIDE"
2509,55225,"1,3-DIETHYL-2-THIOUREA"
5942,55227,"DIFENACOUM"
5024,55235,"DIFENOCONAZOLE"
1930,55250,"DIFENZOQUAT METHYL SULFATE"
4014,55275,"DIFETHIALONE"
1992,55300,"DIFLUBENZURON"
5750,55320,"DIFLUFENZOPYR"
5751,55330,"DIFLUFENZOPYR, SODIUM SALT"
1249,55400,"DIGLYCERIDES OF FATTY ACIDS"
3152,55420,"DIGLYCOLIC ACID"
5007,55425,"DIGLYCOLAMINE SALT OF 3,6-DICHLORO-O-ANISIC ACID"
3153,55430,"DIHYDROGENATED TALLOW DIMETHYL AMMONIUM METHOSULFATE"
3154,55440,"DIHYDROGENATED TALLOW HYDROXY ETHYL METHYL AMMONIUM CHLORIDE"
2221,55475,"DIHYDRO-5-HEPTYL-2(3H)-FURANONE"
2510,55480,"(((2-DIHYDRO-5-METHYL-3(2H)-OXAZOLYL)-1-METHYLETHOXY)METHOXY)METHANOL"
2302,55490,"([([(2-DIHYDRO-5-METHYL-3(2H)-OXAZOLYL)-1-METHYLETHOXY]METHOXY)METHOXY]METHANOL"
2220,55500,"DIHYDRO-5-PENTYL-2(3H)-FURANONE"
2511,55525,"3,4-DIHYDRO-2H-PYRAN"
1804,55550,"DIHYDRO ABIETYLAMINE ACETATE"
3994,55555,"DIHYDROAZADIRACHTIN"
2512,55560,"DIHYDRO TERPINEOL"
1951,55575,"N,N-DI (HYDROXY ETHYL) ALKYL AMINE, ALKYL DERIVED FROM SOYBEAN FATTY ACIDS"
2150,55590,"DIIODOMETHYL P-TOLYL SULFONE"
3155,55600,"DIISOAMYL KETONE"
1643,55700,"DIISOBUTYL CRESOXY ETHOXY ETHYL DIMETHYL BENZYL AMMONIUM CHLORIDE- ORTHO-PHENYLPHENOL ETHOXY NONYL PHENOL COMPLEX"
1946,55750,"DIISOBUTYL KETONE"
66,55825,"2-(2-(P-(DIISOBUTYL) PHENOXY) ETHOXY) ETHYL DIMETHYLBENZYL AMMONIUM CHLORIDE"
2513,55850,"DIISODECYL PHTHALATE"
3009,55875,"DIISOPROPANOLAMINE"
5846,55880,"DIISOPROPYL ADIPATE"
3156,55890,"DIISOPROPYLAMINE DODECYL BENZENE SULFONATE"
1823,55900,"DIISOPROPYLAMINE OLEATE"
3638,55910,"DIISOPROPYL PHENOLS"
2004,56000,"DIKEGULAC SODIUM"
3157,56025,"DILAURYL THIODIPROPIONATE"
3158,56050,"DIMER ACID"
2287,56100,"DIMETHAMETRYN"
3159,56110,"DIMETHAMINE EDTA"
5112,56125,"DIMETHENAMID"
5919,56126,"DIMETHENAMID-P"
2515,56150,"DIMETHICONE COPOLYOL"
2159,56200,"DIMETHIPIN"
216,56400,"DIMETHOATE"
4003,56420,"DIMETHOMORPH"
1359,56440,"DIMETHOXANE"
3844,56443,"4,6-DIMETHOXY-2-PYRIMIDINE"
5957,56446,"DIMETHYL ADIPATE"
3161,56447,"DIMETHYLAMINE DODECYL BENZENE SULFONATE"
3162,56448,"DIMETHYLALMINE PROPYLAMINE TRIDECYL BENZENE SULFONATE"
3639,56450,"DIMETHYL ALKYL TERTIARY AMINES"
3640,56455,"DIMETHYL AMIDE OF TALL OIL FATTY ACIDS"
3160,56465,"DIMETHYLAMINE"
1914,56468,"DIMETHYL AND METHYL NAPTHALENE SULFONIC ACID, SODIUM SALT"
3641,56470,"DIMETHYL BENZYL HYDROGENATED TALLOW AMMONIUM CATION"
5079,56477,"(Z)-2-(3,3-DIMETHYL CYCLO HEXYLIDENE)ETHANOL"
5081,56479,"(Z)-(3,3-DIMETHYLCYCLOHEXYLIDENE)ACETALDEHYDE"
2193,56480,"E-3,3-DIMETHYL-DELTA,ALPHA-CYCLOHEXANE ETHANAL"
2192,56500,"Z-3,3-DIMETHYL-DELTA,ALPHA-CYCLOHEXANE ETHANAL"
2191,56550,"Z-3,3-DIMETHYL-DELTA,BETA-CYCLOHEXANE ETHANOL"
1945,56600,"DIMETHYL DICOCOALKYL AMMONIUM CHLORIDE"
5181,56605,"DIMETHYL DICOCOALKYL AMMONIUM SALT WITH NAPHTHALENESULFONIC ACID, FORMALDEHYDE CONDENSATE"
3163,56610,"DIMETHYL DIOCTADECYL AMMONIUM BENTONITE"
5899,56620,"DIMETHYLDISULFIDE"
2517,56625,"DIMETHYL ETHER"
1825,56650,"N,N-DIMETHYLFORMAMIDE"
5959,56652,"DIMETHYL GLUTARATE"
3164,56653,"3,5-DIMETHYL-1-HEXYL-3-OL"
5833,56655,"5,5-DIMETHYLHYDANTOIN"
2518,56660,"1,1-DIMETHYL HYDRAZINE"
3165,56665,"1,2-DIMETHYL HYDRAZINE"
2519,56675,"DIMETHYL HYDROGEN PHOSPHITE"
5114,56680,"DIMETHYL-1-(HYDROXYMETHYL)PYRAZOLE"
1228,56700,"DIMETHYL ISOPROPYL AMINO PHENANTHRENE"
2530,56725,"3,3-DIMETHYL-2-METHYLENE NORCAMPHENE"
5067,56820,"1,4-DIMETHYLNAPHTHALENE"
2520,56825,"O,O-DIMETHYL O-(4-NITRO-M-TOLYL) PHOSPHOROTHIOATE"
3307,56840,"(E)-2,6-DIMETHYL-2,6-OCTADIENAL"
2521,56850,"N,N-DIMETHYL-1-OCTANE DECANAMIDE"
2140,56950,"3,7-DIMETHYL-6-OCTANOL"
2139,57000,"3,7-DIMETHYL-6-OCTEN-1-OL"
2522,57025,"3,7-DIMETHYL-6-OCTEN-1-OL ACETATE"
2523,57050,"2,6-DIMETHYL-2-OCTEN-8-YL-N-BUTYRATE"
4017,57055,"4,4-DIMETHYL-2-OXAZOLIDINONE"
3166,57065,"3,6-DIMETHYL-4-OCTYNE-3,6-DIOL"
3167,57070,"N,N-DIMETHYL OLEYL-LINOLEYLAMINE SALT OF BENZOIC ACID"
2156,57075,"4,4-DIMETHYL OXAZOLIDINE"
232,57100,"DIMETHYL PHTHALATE"
1861,57200,"DIMETHYLPOLYSILOXANE"
3168,57250,"N,N-DIMETHYL-1,3-PROPANE DIAMINE DODECYL BENZENE SULFONATE"
5958,57280,"DIMETHYL SEBACATE"
2028,57300,"DIMETHYL SILICONE FLUID EMULSION"
2525,57400,"DIMETHYL SOYA AMINE"
3169,57500,"DIMETHYL SULFOXIDE"
6006,57505,"N,N-DIMETHYL-N-[3-(TRIMETHOXYSILYL)PROPYL]-1-TETRADECANAMINIUM CHLORIDE"
2500,57510,"DINICONAZOLE"
1683,57600,"DINITRAMINE"
3170,57700,"DINITRO CRESOL"
758,57800,"DINITRO-1-METHYL HEPTYL PHENOL"
1712,57900,"2,6-DINITRO-4-OCTYLPHENYL CROTONATE"
221,58000,"2,4-DINITROPHENOL"
2526,58100,"DINOBUTON"
344,58300,"DINOCAP"
90344,58301,"DINOCAP, OTHER RELATED"
3743,58325,"ALPHA-(ORTHO,PARA-DINONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE)"
5895,58327,"ALPHA-(ORTHO,PARA-DINONYLPHENYL)-OMEGA-HYDROXYPOLYOXY(ETHYLENE) PHOSPHATE"
238,58330,"DINOSEB"
239,58340,"DINOSEB, AMINE SALT"
240,58350,"DINOSEB, AMMONIUM SALT"
1445,58360,"DINOSEB, SODIUM SALT"
235,58370,"DINOSEB, TRIETHANOLAMINE SALT"
5822,58371,"DINOTEFURAN"
3176,58375,"DIOCTADECYL DIMETHYL AMMONIUM CHLORIDE"
2527,58380,"DIOCTYL ADIPATE"
1710,58400,"DIOCTYL DIMETHYL AMMONIUM CHLORIDE"
223,58500,"DIOCTYL PHTHALATE"
2528,58625,"DIOCTYL TEREPHTHALATE"
4067,58635,"DIOXACARB"
2529,58650,"DIOXANE"
5786,58675,"1,7-DIOXASPIRO-(5,5)-UNDECANE"
192,58700,"DIOXATHION"
90192,58800,"DIOXATHION, OTHER RELATED"
4068,58810,"DIOXIN"
225,59000,"DIPHACINONE"
1636,59100,"DIPHACINONE, SODIUM SALT"
226,59200,"DIPHENAMID"
228,59310,"DIPHENYLAMINE"
501,59325,"DI(PHENYLMERCURIC) DODECENYL SUCCINATE"
3171,59335,"DIPHENYL METHANE"
1796,59350,"DIPHENYL SULFIDE"
5778,59370,"DIPOTASSIUM SALT OF PHOSPHOROUS ACID"
2532,59400,"DIPROPETRYN"
1004,59500,"DIPROPYLENE GLYCOL"
2533,59525,"DIPROPYLENE GLYCOL ETHER"
1776,59550,"DIPROPYLENE GLYCOL METHYL ETHER"
681,59600,"DIPROPYL ISOCINCHOMERONATE"
229,59800,"DIQUAT DIBROMIDE"
967,59825,"DISODIUM CYANODITHIOIMIDO CARBONATE"
3172,59835,"DISODIUM 4-DODECYL-2,4'-OXYDIBENZENE SULFONATE"
3173,59865,"DISODIUM EDTA-COPPER"
1592,59875,"DISODIUM N-(2-HYDROXYETHYL) IMINODIACETATE"
1608,59900,"DISODIUM MONO ETHANOLAMINE PHOSPHATE"
5053,59990,"DISODIUM OCTABORATE ANHYDROUS"
1800,60000,"DISODIUM OCTABORATE TETRAHYDRATE"
3175,60050,"DISODIUM 2,2'-OXYBIS(4-DODECYLBENZENE)SULFONATE"
1790,60060,"DISODIUM PHOSPHATE"
5811,60101,"DISODIUM SALT OF ETHYLENEDIAMINETETRAACETIC ACID DIHYDRATE"
5776,60120,"DISODIUM SALT OF PHOSPHOROUS ACID"
3643,60150,"DISPROPORTIONED RESIN"
230,60300,"DISULFOTON"
3177,60325,"DI(TALLOWALKYL)DIMETHYL AMMONIUM CHLORIDE"
3178,60335,"N,N'-DITALLOW-N''-METHYL-N'''-POLYETHOXYAMIDO AMMONIUM  METHOSULFATE SALT"
2308,60350,"DITHIOPYR"
231,60400,"DIURON"
2535,60425,"DIXANTHOGEN"
632,60450,"DMPA"
3644,60500,"DMP (DIMETHYL AMINO METHYL PHENOLS) - EPOXY CURING AGENTS"
533,61600,"DNOC, SODIUM SALT"
1851,61610,"E,E-8,10-DODECADIEN-1-OL"
6019,61612,"(E,Z)-7,9-DODECADIEN-1-YL ACETATE"
2253,61615,"Z-8-DODECENOL"
92253,61617,"8-DODECENE-1-OL, OTHER RELATED"
2252,61635,"E-8-DODECENYL ACETATE"
2141,61650,"(E)-9-DODECENYL ACETATE"
2251,61660,"Z-8-DODECENYL ACETATE"
2142,61675,"(Z)-9-DODECENYL ACETATE"
1599,61800,"DODECYL ALKYL SULFONATE"
3180,61825,"DODECYLAMINE ACETATE"
2002,61850,"DODECYLAMINE LACTATE"
2003,61875,"DODECYLAMINE SALICYLATE"
857,61900,"DODECYL AMMONIUM METHANEARSONATE"
941,62000,"DODECYLBENZENE SULFONIC ACID"
2536,62025,"DODECYLBENZENE SULFONIC ACID, AMINE SALT"
2537,62050,"DODECYLBENZENE SULFONIC ACID, CALCIUM SALT"
1038,62100,"DODECYLBENZYL ALKYL (70%C12, 30%C14) DIMETHYL AMMONIUM CHLORIDE"
918,62200,"DODECYLBENZYL TRIMETHYL AMMONIUM CHLORIDE"
1167,62500,"DODECYL DIMETHYL BENZYL AMMONIUM CHLORIDE"
1446,62600,"DODECYL DIMETHYL BENZYL AMMONIUM NAPHTHENATE"
3181,62700,"DODECYL DIPHENYL ETHER DISULFONIC ACID"
1047,62900,"DODECYL GUANIDINE HYDROCHLORIDE"
2048,62910,"ALPHA-DODECYL-OMEGA-HYDROXYPOLY(OXYETHYLENE)"
5910,62914,"ALPHA-DODECYL-OMEGA-HYDROXYPOLY(OXYETHYLENE) PHOSPHATE"
3580,62915,"ALPHA-DODECYL-OMEGA-HYDROXYPOLY(OXYETHYLENE) PHOSPHATE, AMMONIUM SALT"
3323,62920,"DODECYLPHENOL, MIXED ISOMERS"
1737,63000,"DODECYL PHENOXY BENZENE DISULFONATE"
1948,63025,"DODECYL PHENOXY BENZENE SULFONIC ACID, SODIUM SALT"
1879,63050,"ALPHA-(PARA-DODECYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE)"
5870,63055,"ALPHA-(DODECYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) PHOSPHATE"
3798,63060,"ALPHA-(DODECYLPHENYL)-OMEGA-HYDROYXPOLY(OXYETHYLENE) PHOSPHATE, SODIUM SALT"
3183,63075,"N-DODECYL SARCOSINE, SODIUM SALT"
2120,63100,"DODEMORPH ACETATE"
245,63200,"DODINE"
3645,63210,"DOG OR CAT COLLARS"
3647,63230,"DOUGLAS FIR BARK, GROUND"
2538,63300,"DOWANOL DESG SOLVENT"
2539,63400,"DOW CORNING ANTIFOAM Y-30 EMULSION"
2540,63500,"DOW CORNING DB-110A-ANTIFOAM EMULSION"
2541,63600,"DOW CORNING FG-10"
3184,63650,"DOXORUBICIN"
2503,63900,"DICHLORPROP"
923,63950,"DICHLORPROP, BUTOXYETHANOL ESTER"
2242,64000,"2,4-DP, DIETHANOLAMINE SALT"
2247,64100,"2-(2,4-DP), DIMETHYLAMINE SALT"
5061,64120,"2,4-DP, 2-ETHYLHEXYL ESTER"
1820,64150,"2,4-DP, ISOOCTYL ESTER"
789,64200,"2,4-DP, TRIETHANOLAMINE SALT"
5336,64225,"2,4-DP-P, DIMETHYLAMINE SALT"
5337,64235,"2,4-DP-P, ISOOCTYL ESTER"
2542,64250,"DREWPLUS L-768"
1315,64300,"DRIED BLOOD"
1976,64350,"DRY MILK SOLIDS"
251,64400,"DSMA"
1671,64600,"DULCITE"
1913,64950,"DYESTUFFS"
1964,65350,"EDIFENPHOS"
1702,65500,"EDTA"
889,65600,"EDTA, AMMONIUM SALT"
1135,65700,"EDTA, COPPER COMPLEX"
1613,65750,"EDTA, DIAMMONIUM COPPER SALT"
3187,65775,"EDTA, DIETHANOLAMINE SALT"
954,65800,"EDTA, DISODIUM SALT"
3188,65817,"EDTA, DISODIUM MANGANESE SALT"
3189,65834,"EDTA, DISODIUM ZINC SALT"
